source,component_path,component_name,migrated_path,mode,migrated,agent_visual_qa,human_qa,swapped,notes
adapters/web-ui,"packages/adapters/web-ui/src/components/AccordionList.tsx","AccordionList.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ActiveSessions.tsx","ActiveSessions.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ActivityFeed.tsx","ActivityFeed.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/AgentAvatar.tsx","AgentAvatar.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/AlertBanner.tsx","AlertBanner.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/AudioPlayer.tsx","AudioPlayer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/AuditLogViewer.tsx","AuditLogViewer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Badge.tsx","Badge.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/BatteryMeter.tsx","BatteryMeter.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/BrainActivity.tsx","BrainActivity.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Breadcrumbs.tsx","Breadcrumbs.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CalendarView.tsx","CalendarView.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CircularProgress.tsx","CircularProgress.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CodeDiffViewer.tsx","CodeDiffViewer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ColorPicker.tsx","ColorPicker.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CommandPalette.tsx","CommandPalette.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ConfidenceMeter.tsx","ConfidenceMeter.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ConfirmationModal.tsx","ConfirmationModal.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ConflictResolver.tsx","ConflictResolver.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ConnectionSignal.tsx","ConnectionSignal.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ContextMenu.tsx","ContextMenu.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ContextUsage.tsx","ContextUsage.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CountdownWidget.tsx","CountdownWidget.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/CsvViewer.tsx","CsvViewer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DailyAgenda.tsx","DailyAgenda.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DataTable.tsx","DataTable.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DatePicker.tsx","DatePicker.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DatePickerPro.tsx","DatePickerPro.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DependencyGraph.tsx","DependencyGraph.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DiffStatSummary.tsx","DiffStatSummary.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DockMenu.tsx","DockMenu.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/DraggableList.tsx","DraggableList.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/EditableText.tsx","EditableText.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/EmptyState.tsx","EmptyState.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/EnrichmentPanel.tsx","EnrichmentPanel.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ErrorBoundary.tsx","ErrorBoundary.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ErrorCluster.tsx","ErrorCluster.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/EventCard.tsx","EventCard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/FileAssetPicker.tsx","FileAssetPicker.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/FileMetadataCard.tsx","FileMetadataCard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/GeoRequestMap.tsx","GeoRequestMap.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/HeatmapGrid.tsx","HeatmapGrid.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/HexInspector.tsx","HexInspector.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/HistoryView.tsx","HistoryView.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/HoverCard.tsx","HoverCard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ImageCompare.tsx","ImageCompare.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ImageDiff.tsx","ImageDiff.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/InfoSidebar.tsx","InfoSidebar.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/InlineTutorialTooltip.tsx","InlineTutorialTooltip.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/JsonDiff.tsx","JsonDiff.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/JsonEditor.tsx","JsonEditor.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/KanbanBoard.tsx","KanbanBoard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Knob.tsx","Knob.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LandingPage.tsx","LandingPage.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LatencyHistogram.tsx","LatencyHistogram.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LeaseApproval.tsx","LeaseApproval.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LiveBadge.tsx","LiveBadge.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LoadingProgress.tsx","LoadingProgress.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LogHistogram.tsx","LogHistogram.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LogStream.tsx","LogStream.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/LogViewer.tsx","LogViewer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MarkdownEditor.tsx","MarkdownEditor.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MemoryUsageChart.tsx","MemoryUsageChart.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MessageBubble.tsx","MessageBubble.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MetricChart.tsx","MetricChart.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MindMap.tsx","MindMap.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MiniMap.tsx","MiniMap.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ModelSelector.tsx","ModelSelector.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/MultiSelect.tsx","MultiSelect.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/NetworkGraph.tsx","NetworkGraph.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/NetworkTopology.tsx","NetworkTopology.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/OrgChart.tsx","OrgChart.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Pagination.tsx","Pagination.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PdfPreview.tsx","PdfPreview.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PinInput.tsx","PinInput.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PingCard.tsx","PingCard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PrimitivesGallery.tsx","PrimitivesGallery.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ProgressBar.tsx","ProgressBar.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ProgressTimeline.tsx","ProgressTimeline.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PromptEditor.tsx","PromptEditor.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/PropertyGrid.tsx","PropertyGrid.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/QuickActions.tsx","QuickActions.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RadarChart.tsx","RadarChart.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RadialNav.tsx","RadialNav.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RangeSlider.tsx","RangeSlider.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Rating.tsx","Rating.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RecurringEventEditor.tsx","RecurringEventEditor.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RegexTester.tsx","RegexTester.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ResourceGauge.tsx","ResourceGauge.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ResourceView.tsx","ResourceView.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/RichMarkdownRenderer.tsx","RichMarkdownRenderer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SankeyDiagram.tsx","SankeyDiagram.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SearchInput.tsx","SearchInput.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SecretInput.tsx","SecretInput.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SegmentedControl.tsx","SegmentedControl.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SelectionList.tsx","SelectionList.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SharedComponents.tsx","SharedComponents.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SidePanel.tsx","SidePanel.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Skeleton.tsx","Skeleton.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Slider.tsx","Slider.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SmartActionResult.tsx","SmartActionResult.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Spinner.tsx","Spinner.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SplitView.tsx","SplitView.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StatsGrid.tsx","StatsGrid.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StatusCard.tsx","StatusCard.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StatusIndicator.tsx","StatusIndicator.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StepChecklist.tsx","StepChecklist.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StepTracker.tsx","StepTracker.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Stepper.tsx","Stepper.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/StorageDistribution.tsx","StorageDistribution.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/SystemHealthGauge.tsx","SystemHealthGauge.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TabsContainer.tsx","TabsContainer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TagInput.tsx","TagInput.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TaskQueue.tsx","TaskQueue.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TaskWorkflow.tsx","TaskWorkflow.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TeamRoster.tsx","TeamRoster.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TerminalView.tsx","TerminalView.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TextArea.tsx","TextArea.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ThemeToggle.tsx","ThemeToggle.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TimeSlotPicker.tsx","TimeSlotPicker.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/Timeline.tsx","Timeline.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TimezoneSlider.tsx","TimezoneSlider.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ToastManager.tsx","ToastManager.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ToggleSwitch.tsx","ToggleSwitch.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TokenStream.tsx","TokenStream.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/ToolInvocation.tsx","ToolInvocation.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TransferList.tsx","TransferList.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TreeBrowser.tsx","TreeBrowser.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/TypingIndicator.tsx","TypingIndicator.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/VectorCluster.tsx","VectorCluster.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/VideoPlayer.tsx","VideoPlayer.tsx",,hybrid,pending,pending,pending,pending,
adapters/web-ui,"packages/adapters/web-ui/src/components/WeatherCard.tsx","WeatherCard.tsx",,hybrid,pending,pending,pending,pending,
